residual,phi1_L8Bo,phi3_Donor,phi2_o-Xylene
5.12759588393658e-30,0.462171534415901,0.161788569807211,0.376039895776888
5.12759588393658e-30,0.588553218457513,0.0165041941266308,0.394942587415856
9.73986838153753e-27,0.463371392226146,0.15670106547758,0.379927542296274
9.73986838153753e-27,0.584038769452176,0.0177603570636561,0.398200873484168
4.8317730444787e-29,0.464648067118517,0.151589326603496,0.383762606277987
4.8317730444787e-29,0.579518349863576,0.0191121287479034,0.40136952138852
1.18329135783152e-30,0.466007258392813,0.146455803860185,0.387536937747002
1.18329135783152e-30,0.574993971219173,0.0205667861275105,0.404439242653317
7.65254242632273e-27,0.467455136413602,0.141303237462245,0.391241626124153
7.65254242632273e-27,0.570467836193986,0.022132160011802,0.407400003794212
8.84707505205365e-28,0.468998384530483,0.136134678862895,0.394866936606622
8.84707505205365e-28,0.565942349920312,0.023816677226628,0.41024097285306
1.9484864358959e-27,0.470644245004509,0.130953513464637,0.398402241530854
1.9484864358959e-27,0.561420131460331,0.0256294059782191,0.41295046256145
3.7092239763492e-27,0.472400569320458,0.125763484373962,0.401835946305579
3.7092239763492e-27,0.556904025390028,0.0275801046697635,0.415515869940209
1.4615423206256e-26,0.474275873387041,0.12056871704404,0.405155409568918
1.4615423206256e-26,0.552397113353593,0.0296792744334985,0.417923612212908
3.3526588471893e-30,0.476279398122267,0.115373744758399,0.408346857119334
3.3526588471893e-30,0.547902725489899,0.0319382156611108,0.42015905884899
2.89906382668722e-29,0.478421176016965,0.110183534781831,0.411395289201205
2.89906382668722e-29,0.543424451562103,0.0343690888367645,0.422206459601132
2.98130257605651e-27,0.480712104304023,0.105003515066752,0.414284380629225
2.98130257605651e-27,0.538966151650831,0.036984980000236,0.424048868348933
1.59744333307255e-29,0.483164025541873,0.0998396011353621,0.416996373322765
1.59744333307255e-29,0.534531966152879,0.0397999711925629,0.425668062654558
1.66055220549023e-28,0.485789816378962,0.0946982229459741,0.419511960675064
1.66055220549023e-28,0.530126324876319,0.0428292162634325,0.427044458860248
4.33873497871556e-30,0.488603485513484,0.0895863512652837,0.421810163221232
4.33873497871556e-30,0.525753954942041,0.0460890224484043,0.428157022609554
2.09073777862988e-26,0.491620282006652,0.0845115229184402,0.423868195074908
2.09073777862988e-26,0.521419887127812,0.0495969381551151,0.428983174717073
1.20301288046204e-29,0.494856814786762,0.0794818648830933,0.425661320330144
1.20301288046204e-29,0.517129460378819,0.0533718474310465,0.429498692190134
5.3552216981381e-26,0.498331186183491,0.0745061144599105,0.427162699356599
5.3552216981381e-26,0.512888323763278,0.0574340716213975,0.429677604615324
1.77913870714371e-24,0.502063160579049,0.0695936113692332,0.428343228051717
1.77913870714371e-24,0.508702435061156,0.0618054787643154,0.429492086174528
